Date,RR,Rain7,RH_avg,Tavg,FRI_v2,FRI_v3,Risk_Class_v3,Confidence_v3
2025-03-31,19.2,53.10000000000001,79.0,27.4,47.073835263835264,45.073584298584294,Medium,1.0
2025-04-01,0.1,38.20000000000001,74.0,28.7,35.5644513070774,36.2154002567133,Medium,1.0
2025-04-02,62.0,92.20000000000002,88.0,26.1,71.26579021970234,62.84289510985117,Medium,1.0
2025-04-03,,92.20000000000002,79.0,27.7,61.17402617003963,57.537749035357116,Medium,0.75
2025-04-04,8.0,98.5,78.0,27.5,55.32870009449564,46.21435004724783,Medium,1.0
2025-04-05,44.2,133.50000000000003,90.0,25.3,73.22829199149538,60.78747932908102,Medium,1.0
2025-04-06,0.5,134.00000000000003,88.0,26.3,66.62115520907157,46.29391093786913,Medium,1.0
2025-04-07,18.7,133.50000000000003,90.0,25.6,70.88495865816206,54.929145995747696,Medium,1.0
2025-04-08,29.1,162.50000000000003,87.0,26.8,73.38935861091426,60.88967930545713,Medium,1.0
2025-04-09,0.5,101.00000000000004,92.0,26.3,67.17218284904322,47.40275809118828,Medium,1.0
2025-04-10,4.0,105.00000000000004,80.0,27.8,59.60008858965274,49.87504429482638,Medium,1.0
2025-04-11,2.0,99.00000000000004,87.0,26.6,64.97350775651627,47.35064276714703,Medium,1.0
2025-04-12,2.2,57.000000000000014,80.0,27.9,48.75282818532818,43.63641409266409,Medium,1.0
