TANGGAL,TN,TX,TAVG,RH_AVG,RR,source_file
2026-03-21,23.8,30.0,25.6,91.0,11.6,laporan_iklim_harian-maret-2026.xlsx
2026-03-22,23.0,32.9,27.9,76.0,28.4,laporan_iklim_harian-maret-2026.xlsx
2026-03-23,23.4,33.1,28.2,76.0,0.0,laporan_iklim_harian-maret-2026.xlsx
2026-03-24,23.8,34.5,28.3,77.0,0.0,laporan_iklim_harian-maret-2026.xlsx
2026-03-25,24.4,33.5,28.2,77.0,0.0,laporan_iklim_harian-maret-2026.xlsx
2026-03-26,24.8,33.8,28.2,78.0,10.0,laporan_iklim_harian-maret-2026.xlsx
2026-03-27,25.6,32.0,28.1,81.0,0.0,laporan_iklim_harian-maret-2026.xlsx
2026-03-28,25.4,31.0,27.5,84.0,2.5,laporan_iklim_harian-maret-2026.xlsx
2026-03-29,22.8,32.5,26.9,84.0,50.2,laporan_iklim_harian-maret-2026.xlsx
2026-03-30,23.4,33.9,26.1,86.0,1.3,laporan_iklim_harian-maret-2026.xlsx
2026-03-31,23.4,33.2,27.3,83.0,15.8,laporan_iklim_harian-maret-2026.xlsx
2026-04-01,24.7,31.0,25.6,93.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-02,22.4,33.3,28.5,83.0,2.0,laporan_iklim_harian-april-2026.xlsx
2026-04-03,25.0,33.6,28.8,78.0,6.7,laporan_iklim_harian-april-2026.xlsx
2026-04-04,23.3,32.7,27.1,83.0,6.4,laporan_iklim_harian-april-2026.xlsx
2026-04-05,23.2,32.6,27.6,77.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-06,22.7,33.6,27.8,81.0,42.8,laporan_iklim_harian-april-2026.xlsx
2026-04-07,24.2,32.7,28.0,78.0,8888.0,laporan_iklim_harian-april-2026.xlsx
2026-04-08,22.8,34.6,28.4,75.0,0.5,laporan_iklim_harian-april-2026.xlsx
2026-04-09,23.4,30.2,26.2,87.0,15.7,laporan_iklim_harian-april-2026.xlsx
2026-04-10,23.6,34.2,28.5,75.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-11,22.7,33.1,27.3,81.0,52.0,laporan_iklim_harian-april-2026.xlsx
2026-04-12,24.4,34.6,28.6,81.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-13,24.9,31.1,26.7,86.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-14,24.7,33.7,27.2,86.0,8888.0,laporan_iklim_harian-april-2026.xlsx
2026-04-15,23.4,30.3,26.2,88.0,21.4,laporan_iklim_harian-april-2026.xlsx
2026-04-16,23.4,33.2,27.7,85.0,8888.0,laporan_iklim_harian-april-2026.xlsx
2026-04-17,24.2,33.5,27.8,80.0,0.1,laporan_iklim_harian-april-2026.xlsx
2026-04-18,24.2,34.4,27.7,79.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-19,23.0,35.0,27.2,85.0,42.6,laporan_iklim_harian-april-2026.xlsx
2026-04-20,23.4,28.2,25.1,96.0,7.1,laporan_iklim_harian-april-2026.xlsx
2026-04-21,23.0,33.3,26.0,89.0,24.3,laporan_iklim_harian-april-2026.xlsx
2026-04-22,23.5,32.4,27.3,84.0,15.3,laporan_iklim_harian-april-2026.xlsx
2026-04-23,23.9,33.8,28.3,81.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-24,25.1,34.9,29.0,79.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-25,25.1,33.5,27.0,89.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-26,23.5,32.7,27.1,86.0,42.5,laporan_iklim_harian-april-2026.xlsx
2026-04-27,24.0,34.1,27.2,83.0,3.4,laporan_iklim_harian-april-2026.xlsx
2026-04-28,23.5,34.1,28.7,77.0,0.8,laporan_iklim_harian-april-2026.xlsx
2026-04-29,23.5,31.5,26.5,88.0,0.0,laporan_iklim_harian-april-2026.xlsx
2026-04-30,23.4,33.9,28.0,82.0,3.0,laporan_iklim_harian-april-2026.xlsx
2026-05-01,23.4,33.4,26.0,92.0,69.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-02,23.0,32.8,28.1,80.0,5.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-03,24.5,33.4,27.3,83.0,0.2,laporan_iklim_harian-mei-2026.xlsx
2026-05-04,24.3,32.9,26.7,87.0,8888.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-05,23.9,33.5,27.4,83.0,62.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-06,24.1,30.5,26.0,91.0,3.5,laporan_iklim_harian-mei-2026.xlsx
2026-05-07,24.0,32.7,27.5,86.0,13.2,laporan_iklim_harian-mei-2026.xlsx
2026-05-08,24.3,31.8,26.7,91.0,0.6,laporan_iklim_harian-mei-2026.xlsx
2026-05-09,23.4,33.8,27.8,81.0,72.5,laporan_iklim_harian-mei-2026.xlsx
2026-05-10,23.8,34.0,28.4,82.0,8888.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-11,24.8,30.2,26.9,88.0,23.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-12,24.2,34.2,28.6,82.0,34.7,laporan_iklim_harian-mei-2026.xlsx
2026-05-13,23.0,31.8,26.8,84.0,2.8,laporan_iklim_harian-mei-2026.xlsx
2026-05-14,23.4,34.3,28.0,82.0,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-15,24.2,29.3,25.8,93.0,42.5,laporan_iklim_harian-mei-2026.xlsx
2026-05-16,23.9,30.7,26.9,85.0,2.2,laporan_iklim_harian-mei-2026.xlsx
2026-05-17,24.2,32.6,28.1,87.0,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-18,25.0,34.0,28.9,81.0,8888.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-19,25.7,35.1,29.7,76.0,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-20,,32.5,,,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-21,23.6,,,,0.8,laporan_iklim_harian-mei-2026.xlsx
2026-05-22,25.0,35.1,29.2,75.2,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-23,25.8,35.8,29.9,68.0,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-24,23.7,33.8,27.7,78.5,3.6,laporan_iklim_harian-mei-2026.xlsx
2026-05-25,23.7,34.7,29.2,69.5,2.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-26,23.6,34.7,29.3,70.8,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-27,25.0,35.6,29.2,70.5,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-28,25.6,34.8,28.9,78.0,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-29,25.0,36.2,29.8,71.2,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-05-30,23.9,32.4,28.0,82.8,27.6,laporan_iklim_harian-mei-2026.xlsx
2026-05-31,25.0,34.8,29.3,76.2,0.0,laporan_iklim_harian-mei-2026.xlsx
2026-06-01,23.1,33.2,27.7,79.2,26.5,laporan_iklim_harian-juni-2026.xlsx
2026-06-02,,35.2,,,19.6,laporan_iklim_harian-juni-2026.xlsx
2026-06-03,25.5,34.2,29.1,78.8,8888.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-04,23.0,34.7,29.0,78.8,16.4,laporan_iklim_harian-juni-2026.xlsx
2026-06-05,25.1,34.0,29.6,78.5,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-06,25.7,34.3,29.6,76.0,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-07,25.8,32.3,27.6,86.8,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-08,24.5,33.8,28.7,80.8,4.3,laporan_iklim_harian-juni-2026.xlsx
2026-06-09,25.0,35.2,28.6,72.2,0.2,laporan_iklim_harian-juni-2026.xlsx
2026-06-10,23.0,33.0,27.6,79.5,71.2,laporan_iklim_harian-juni-2026.xlsx
2026-06-11,23.5,32.6,27.6,81.8,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-12,24.4,32.9,27.6,81.5,13.2,laporan_iklim_harian-juni-2026.xlsx
2026-06-13,25.0,33.7,28.5,81.5,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-14,25.3,33.1,27.8,82.2,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-15,23.8,33.6,28.0,76.8,1.4,laporan_iklim_harian-juni-2026.xlsx
2026-06-16,24.0,32.6,27.6,77.5,8888.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-17,23.7,32.6,26.9,82.2,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-18,23.1,31.8,26.7,82.0,35.6,laporan_iklim_harian-juni-2026.xlsx
2026-06-19,23.4,33.3,28.5,77.8,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-20,23.0,31.4,26.5,83.5,64.5,laporan_iklim_harian-juni-2026.xlsx
2026-06-21,,33.6,,,10.5,laporan_iklim_harian-juni-2026.xlsx
2026-06-22,23.0,31.6,27.0,82.5,19.6,laporan_iklim_harian-juni-2026.xlsx
2026-06-23,24.4,33.4,28.2,78.0,8888.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-24,23.0,29.5,25.6,93.0,0.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-25,23.2,31.7,27.1,83.2,33.0,laporan_iklim_harian-juni-2026.xlsx
2026-06-26,23.2,33.2,27.9,81.0,0.0,laporan_iklim_harian-juni-2026.xlsx
